"date","proportion","stage","min_temp","max_temp","prov","year"
"2013-01-01","1","L2o","-23.3","-18.6","in",2013
"2013-01-02","1","L2o","-18.9","-16.8","in",2013
"2013-01-03","1","L2o","-18.7","-17.3","in",2013
"2013-01-04","1","L2o","-21.9","-19.7","in",2013
"2013-01-05","1","L2o","-25.3","-20.5","in",2013
"2013-01-06","1","L2o","-31.1","-21.4","in",2013
"2013-01-07","1","L2o","-32.7","-28.8","in",2013
"2013-01-08","1","L2o","-32.1","-24.3","in",2013
"2013-01-09","1","L2o","-22.9","-18.2","in",2013
"2013-01-10","1","L2o","-28.9","-21.2","in",2013
"2013-01-11","1","L2o","-32.9","-29.5","in",2013
"2013-01-12","1","L2o","-31.1","-22.9","in",2013
"2013-01-13","1","L2o","-26.8","-20.8","in",2013
"2013-01-14","1","L2o","-21.8","-19.4","in",2013
"2013-01-15","1","L2o","-21.3","-20.3","in",2013
"2013-01-16","1","L2o","-29","-23","in",2013
"2013-01-17","1","L2o","-34.1","-31.2","in",2013
"2013-01-18","1","L2o","-27.2","-24.8","in",2013
"2013-01-19","1","L2o","-29.6","-23.7","in",2013
"2013-01-20","1","L2o","-29.5","-28.7","in",2013
"2013-01-21","1","L2o","-31.8","-28.6","in",2013
"2013-01-22","1","L2o","-37.8","-32.5","in",2013
"2013-01-23","1","L2o","-39","-34.7","in",2013
"2013-01-24","1","L2o","-35.6","-34.1","in",2013
"2013-01-25","1","L2o","-34.6","-31.4","in",2013
"2013-01-26","1","L2o","-34.8","-29.9","in",2013
"2013-01-27","1","L2o","-33.3","-27.3","in",2013
"2013-01-28","1","L2o","-29.9","-27.4","in",2013
"2013-01-29","1","L2o","-30.9","-27.4","in",2013
"2013-01-30","1","L2o","-35.1","-31.7","in",2013
"2013-01-31","1","L2o","-36.1","-28","in",2013
"2013-02-01","1","L2o","-34.2","-29","in",2013
"2013-02-02","1","L2o","-33.2","-28.4","in",2013
"2013-02-03","1","L2o","-29.8","-25","in",2013
"2013-02-04","1","L2o","-26.3","-24.7","in",2013
"2013-02-05","1","L2o","-27.9","-25.8","in",2013
"2013-02-06","1","L2o","-35.4","-31.5","in",2013
"2013-02-07","1","L2o","-31.5","-26.6","in",2013
"2013-02-08","1","L2o","-29.6","-26.3","in",2013
"2013-02-09","1","L2o","-31.7","-26.1","in",2013
"2013-02-10","1","L2o","-24.1","-19.4","in",2013
"2013-02-11","1","L2o","-25.9","-23.9","in",2013
"2013-02-12","1","L2o","-27.9","-23.7","in",2013
"2013-02-13","1","L2o","-26.6","-23.9","in",2013
"2013-02-14","1","L2o","-27.8","-24.7","in",2013
"2013-02-15","1","L2o","-28.1","-25.5","in",2013
"2013-02-16","1","L2o","-30.6","-27.7","in",2013
"2013-02-17","1","L2o","-28.5","-27.8","in",2013
"2013-02-18","1","L2o","-30.3","-27.7","in",2013
"2013-02-19","1","L2o","-31.9","-29.3","in",2013
"2013-02-20","1","L2o","-33.7","-30","in",2013
"2013-02-21","1","L2o","-33.3","-31.7","in",2013
"2013-02-22","1","L2o","-36.3","-32.4","in",2013
"2013-02-23","1","L2o","-37.3","-28.9","in",2013
"2013-02-24","1","L2o","-27.5","-25.4","in",2013
"2013-02-25","1","L2o","-26.8","-23.7","in",2013
"2013-02-26","1","L2o","-28.3","-22.8","in",2013
"2013-02-27","1","L2o","-25.6","-22.3","in",2013
"2013-02-28","1","L2o","-29.9","-22.3","in",2013
"2013-03-01","1","L2o","-28.7","-23.2","in",2013
"2013-03-02","1","L2o","-28.4","-21.3","in",2013
"2013-03-03","1","L2o","-30.2","-25.7","in",2013
"2013-03-04","1","L2o","-34.5","-27.8","in",2013
"2013-03-05","1","L2o","-33.5","-27.3","in",2013
"2013-03-06","1","L2o","-31.8","-25.6","in",2013
"2013-03-07","1","L2o","-31.6","-26.2","in",2013
"2013-03-08","1","L2o","-29.5","-21.8","in",2013
"2013-03-09","1","L2o","-20.3","-16.4","in",2013
"2013-03-10","1","L2o","-24.9","-19.2","in",2013
"2013-03-11","1","L2o","-25.2","-20.2","in",2013
"2013-03-12","1","L2o","-29.5","-20.9","in",2013
"2013-03-13","1","L2o","-30.8","-25.2","in",2013
"2013-03-14","1","L2o","-29.2","-23","in",2013
"2013-03-15","1","L2o","-30.3","-21.9","in",2013
"2013-03-16","1","L2o","-27.3","-18.9","in",2013
"2013-03-17","1","L2o","-23.6","-19.3","in",2013
"2013-03-18","1","L2o","-26.2","-24.6","in",2013
"2013-03-19","1","L2o","-25.9","-22.6","in",2013
"2013-03-20","1","L2o","-25.6","-18.1","in",2013
"2013-03-21","1","L2o","-24.1","-16.9","in",2013
"2013-03-22","1","L2o","-20.7","-12.8","in",2013
"2013-03-23","1","L2o","-17.7","-9.3","in",2013
"2013-03-24","1","L2o","-18.2","-11.6","in",2013
"2013-03-25","1","L2o","-22","-15.9","in",2013
"2013-03-26","1","L2o","-18.4","-16.7","in",2013
"2013-03-27","1","L2o","-19.9","-15.7","in",2013
"2013-03-28","1","L2o","-22.1","-14.3","in",2013
"2013-03-29","1","L2o","-21.3","-8.8","in",2013
"2013-03-30","1","L2o","-18.6","-9.5","in",2013
"2013-03-31","1","L2o","-22.4","-11.5","in",2013
"2013-04-01","1","L2o","-22.3","-17.1","in",2013
"2013-04-02","1","L2o","-26.5","-20.2","in",2013
"2013-04-03","1","L2o","-27.1","-21.5","in",2013
"2013-04-04","1","L2o","-24.9","-20.7","in",2013
"2013-04-05","1","L2o","-30.1","-24.8","in",2013
"2013-04-06","1","L2o","-29.8","-20","in",2013
"2013-04-07","1","L2o","-30.7","-17.5","in",2013
"2013-04-08","1","L2o","-24.6","-21","in",2013
"2013-04-09","1","L2o","-24","-19.6","in",2013
"2013-04-10","1","L2o","-20.3","-16.2","in",2013
"2013-04-11","1","L2o","-18.7","-15.6","in",2013
"2013-04-12","1","L2o","-16.6","-14","in",2013
"2013-04-13","1","L2o","-17.6","-6.9","in",2013
"2013-04-14","1","L2o","-17","-11.3","in",2013
"2013-04-15","1","L2o","-22.3","-14.9","in",2013
"2013-04-16","1","L2o","-21.4","-12.7","in",2013
"2013-04-17","1","L2o","-20.9","-15.5","in",2013
"2013-04-18","1","L2o","-22.3","-18.7","in",2013
"2013-04-19","1","L2o","-22.9","-6.2","in",2013
"2013-04-20","1","L2o","-11.5","0.8","in",2013
"2013-04-21","1","L2o","-10.2","-4.4","in",2013
"2013-04-22","1","L2o","-7.9","1.8","in",2013
"2013-04-23","1","L2o","-3.7","2","in",2013
"2013-04-24","1","L2o","-13","-3.6","in",2013
"2013-04-25","1","L2o","-15.2","-12.7","in",2013
"2013-04-26","1","L2o","-16.8","-10","in",2013
"2013-04-27","1","L2o","-23.3","-17.9","in",2013
"2013-04-28","1","L2o","-20.2","-10.7","in",2013
"2013-04-29","1","L2o","-16.5","-8.9","in",2013
"2013-04-30","1","L2o","-21.3","-15.8","in",2013
"2013-05-01","1","L2o","-23.2","-17.5","in",2013
"2013-05-02","1","L2o","-21.1","-16.3","in",2013
"2013-05-03","1","L2o","-19.5","-12.5","in",2013
"2013-05-04","1","L2o","-17","-9.7","in",2013
"2013-05-05","1","L2o","-14.7","-10.8","in",2013
"2013-05-06","1","L2o","-16.1","-2.7","in",2013
"2013-05-07","1","L2o","-7.6","0.3","in",2013
"2013-05-08","1","L2o","-6.9","-0.4","in",2013
"2013-05-09","1","L2o","-4.4","1.9","in",2013
"2013-05-10","1","L2o","-0.5","6.2","in",2013
"2013-05-11","1","L2o","-0.3","7.7","in",2013
"2013-05-12","1","L2o","-1.5","0.5","in",2013
"2013-05-13","1","L2o","-2.3","5.8","in",2013
"2013-05-14","1","L2o","-7.2","-4.4","in",2013
"2013-05-15","1","L2o","-7.9","3","in",2013
"2013-05-16","1","L2o","-1","7.6","in",2013
"2013-05-17","1","L2o","4","10.2","in",2013
"2013-05-18","1","L2o","-7.1","-2.9","in",2013
"2013-05-19","1","L2o","-8.1","-5.9","in",2013
"2013-05-20","1","L2o","-7.5","-1.5","in",2013
"2013-05-21","1","L2o","-7.6","8.2","in",2013
"2013-05-22","1","L2o","2.4","10.8","in",2013
"2013-05-23","1","L2o","1.1","6","in",2013
"2013-05-24","1","L2o","-0.2","6.4","in",2013
"2013-05-25","1","L2o","0.5","9.8","in",2013
"2013-05-26","1","L2o","5.4","16.9","in",2013
"2013-05-27","1","L2o","0.4","12.3","in",2013
"2013-05-28","1","L2o","-1.3","4.4","in",2013
"2013-05-29","1","L2o","0.6","16","in",2013
"2013-05-30","1","L2o","-0.5","8","in",2013
"2013-05-31","1","L2o","-0.9","7.9","in",2013
"2013-06-01","1","L2o","-0.6","4.3","in",2013
"2013-06-02","1","L2o","-0.4","17.5","in",2013
"2013-06-03","1","L2o","11.8","22.4","in",2013
"2013-06-04","1","L2o","-2.5","1.6","in",2013
"2013-06-05","1","L2o","-2.6","0.1","in",2013
"2013-06-06","1","L2o","-2.5","7.2","in",2013
"2013-06-07","1","L2o","-0.3","9.6","in",2013
"2013-06-08","1","L2o","4","16.6","in",2013
"2013-06-09","1","L2o","4.8","22.3","in",2013
"2013-06-10","1","L2o","3","11.6","in",2013
"2013-06-11","1","L2o","1.4","12","in",2013
"2013-06-12","1","L2o","6.6","13.7","in",2013
"2013-06-13","0.976","L2o","6.8","18.2","in",2013
"2013-06-14","0.808","L2o","8.3","22.8","in",2013
"2013-06-15","0.384","L2o","12.6","24.1","in",2013
"2013-06-16","0.32","L2o","2.4","14.5","in",2013
"2013-06-17","0.312","L2o","2.2","10.6","in",2013
"2013-06-18","0.184","L2o","4.8","21","in",2013
"2013-06-19","0.132","L2o","10","22.3","in",2013
"2013-06-20","0.072","L2o","13.4","29.4","in",2013
"2013-06-21","0.032","L2o","13.9","24.3","in",2013
"2013-06-22","0.02","L2o","11.9","18.9","in",2013
"2013-06-23","0.016","L2o","11.8","19.1","in",2013
"2013-06-24","0.016","L2o","5.3","14.9","in",2013
"2013-06-25","0.016","L2o","3.5","12.7","in",2013
"2013-06-26","0.004","L2o","11.6","25.9","in",2013
"2013-06-27","0.004","L2o","15","29","in",2013
"2013-06-28","0","L2o","14.6","22.9","in",2013
"2013-06-29","0","L2o","9.4","17.9","in",2013
"2013-06-30","0","L2o","7.4","20.6","in",2013
"2013-07-01","0","L2o","16.8","28.8","in",2013
"2013-07-02","0","L2o","11.8","21.6","in",2013
"2013-07-03","0","L2o","8.4","10.3","in",2013
"2013-07-04","0","L2o","8.3","15.4","in",2013
"2013-07-05","0","L2o","12.6","20","in",2013
"2013-07-06","0","L2o","12.1","19.3","in",2013
"2013-07-07","0","L2o","12.6","22.4","in",2013
"2013-07-08","0","L2o","15.4","20.1","in",2013
"2013-07-09","0","L2o","10.4","17.7","in",2013
"2013-07-10","0","L2o","6.4","16.2","in",2013
"2013-07-11","0","L2o","2","6.2","in",2013
"2013-07-12","0","L2o","0.8","11","in",2013
"2013-07-13","0","L2o","7.6","17.8","in",2013
"2013-07-14","0","L2o","5.1","13.2","in",2013
"2013-07-15","0","L2o","3.4","17.8","in",2013
"2013-07-16","0","L2o","9.4","20.9","in",2013
"2013-07-17","0","L2o","11.3","22.2","in",2013
"2013-07-18","0","L2o","7.5","14.3","in",2013
"2013-07-19","0","L2o","8.4","21.3","in",2013
"2013-07-20","0","L2o","9.3","19.4","in",2013
"2013-07-21","0","L2o","9.5","19.6","in",2013
"2013-07-22","0","L2o","11.1","24.8","in",2013
"2013-07-23","0","L2o","16.6","22.6","in",2013
"2013-07-24","0","L2o","7.1","14.1","in",2013
"2013-07-25","0","L2o","6.1","14.2","in",2013
"2013-07-26","0","L2o","6.9","14.8","in",2013
"2013-07-27","0","L2o","9.5","14","in",2013
"2013-07-28","0","L2o","8.1","20.7","in",2013
"2013-07-29","0","L2o","9","17.8","in",2013
"2013-07-30","0","L2o","6.3","12.6","in",2013
"2013-07-31","0","L2o","10.6","17.1","in",2013
"2013-08-01","0","L2o","9.8","16.9","in",2013
"2013-08-02","0","L2o","12.5","25.9","in",2013
"2013-08-03","0","L2o","16.6","29.9","in",2013
"2013-08-04","0","L2o","19.6","26.8","in",2013
"2013-08-05","0","L2o","15.7","23.1","in",2013
"2013-08-06","0","L2o","15.5","23.3","in",2013
"2013-08-07","0","L2o","17","27.2","in",2013
"2013-08-08","0","L2o","19.1","28.9","in",2013
"2013-08-09","0","L2o","18.6","27.4","in",2013
"2013-08-10","0","L2o","18.1","25.8","in",2013
"2013-08-11","0","L2o","16.7","25.5","in",2013
"2013-08-12","0","L2o","13.6","20.7","in",2013
"2013-08-13","0","L2o","12.1","14.9","in",2013
"2013-08-14","0","L2o","9.1","13.1","in",2013
"2013-08-15","0","L2o","9.7","11.3","in",2013
"2013-08-16","0","L2o","7.7","10.9","in",2013
"2013-08-17","0","L2o","10.7","13.8","in",2013
"2013-08-18","0","L2o","5.8","10.5","in",2013
"2013-08-19","0","L2o","6.5","9.6","in",2013
"2013-08-20","0","L2o","0","5.7","in",2013
"2013-08-21","0","L2o","0","5.3","in",2013
"2013-08-22","0","L2o","1.1","4.5","in",2013
"2013-08-23","0","L2o","-0.1","4.6","in",2013
"2013-08-24","0","L2o","-2.7","3.9","in",2013
"2013-08-25","0","L2o","-2","7","in",2013
"2013-08-26","0","L2o","1.9","6.2","in",2013
"2013-08-27","0","L2o","0.9","10.1","in",2013
"2013-08-28","0","L2o","3.6","15.4","in",2013
"2013-08-29","0","L2o","8.8","17.4","in",2013
"2013-08-30","0","L2o","6.7","9.6","in",2013
"2013-08-31","0","L2o","1.8","5.7","in",2013
"2013-09-01","0","L2o","0.5","4.1","in",2013
"2013-09-02","0","L2o","-1.7","9.7","in",2013
"2013-09-03","0","L2o","2.4","7.2","in",2013
"2013-09-04","0","L2o","6.8","14.8","in",2013
"2013-09-05","0","L2o","4.3","11.1","in",2013
"2013-09-06","0","L2o","4.4","15.5","in",2013
"2013-09-07","0","L2o","4.9","8.5","in",2013
"2013-09-08","0","L2o","4","6","in",2013
"2013-09-09","0","L2o","2.5","3.8","in",2013
"2013-09-10","0","L2o","3.6","14.4","in",2013
"2013-09-11","0","L2o","7.3","16.3","in",2013
"2013-09-12","0","L2o","2.9","9.7","in",2013
"2013-09-13","0","L2o","2.2","15.6","in",2013
"2013-09-14","0","L2o","3.7","10.1","in",2013
"2013-09-15","0","L2o","-1.1","2.7","in",2013
"2013-09-16","0","L2o","-3.6","-1","in",2013
"2013-09-17","0","L2o","-5.6","1.5","in",2013
"2013-09-18","0","L2o","0","3.3","in",2013
"2013-09-19","0","L2o","2.6","4.7","in",2013
"2013-09-20","0","L2o","2.5","3.9","in",2013
"2013-09-21","0","L2o","-0.8","2.3","in",2013
"2013-09-22","0","L2o","0.1","2.6","in",2013
"2013-09-23","0","L2o","-0.9","1.8","in",2013
"2013-09-24","0","L2o","-0.1","3.2","in",2013
"2013-09-25","0","L2o","-0.1","8","in",2013
"2013-09-26","0","L2o","0.6","6.9","in",2013
"2013-09-27","0","L2o","-0.3","3.5","in",2013
"2013-09-28","0","L2o","0","1.9","in",2013
"2013-09-29","0","L2o","-0.8","0.6","in",2013
"2013-09-30","0","L2o","-0.9","0.8","in",2013
"2013-10-01","0","L2o","-0.8","1.7","in",2013
"2013-10-02","0","L2o","0.9","4","in",2013
"2013-10-03","0","L2o","1.1","3.7","in",2013
"2013-10-04","0","L2o","1.7","3.5","in",2013
"2013-10-05","0","L2o","-1","2.3","in",2013
"2013-10-06","0","L2o","-2.7","1.3","in",2013
"2013-10-07","0","L2o","-1.8","-0.1","in",2013
"2013-10-08","0","L2o","-4","1.7","in",2013
"2013-10-09","0","L2o","-0.3","2.1","in",2013
"2013-10-10","0","L2o","-1.1","0.4","in",2013
"2013-10-11","0","L2o","-2.9","0.4","in",2013
"2013-10-12","0","L2o","-3","4.5","in",2013
"2013-10-13","0","L2o","-1","3.9","in",2013
"2013-10-14","0","L2o","1","7.5","in",2013
"2013-10-15","0","L2o","2.4","7.9","in",2013
"2013-10-16","0","L2o","2.2","5.1","in",2013
"2013-10-17","0","L2o","1","6.8","in",2013
"2013-10-18","0","L2o","5.2","7.3","in",2013
"2013-10-19","0","L2o","3.3","9.3","in",2013
"2013-10-20","0","L2o","3.7","8.2","in",2013
"2013-10-21","0","L2o","1.9","5.3","in",2013
"2013-10-22","0","L2o","-1.7","2","in",2013
"2013-10-23","0","L2o","-2.4","0.5","in",2013
"2013-10-24","0","L2o","-3.2","-2.1","in",2013
"2013-10-25","0","L2o","-9.4","-4.7","in",2013
"2013-10-26","0","L2o","-7","-3.3","in",2013
"2013-10-27","0","L2o","-5.8","-0.1","in",2013
"2013-10-28","0","L2o","-1.6","1.6","in",2013
"2013-10-29","0","L2o","-2.4","3.5","in",2013
"2013-10-30","0","L2o","-4.8","-2.8","in",2013
"2013-10-31","0","L2o","-7","-5","in",2013
"2013-11-01","0","L2o","-7.5","-5.3","in",2013
"2013-11-02","0","L2o","-9.5","-7.2","in",2013
"2013-11-03","0","L2o","-12.1","-8.2","in",2013
"2013-11-04","0","L2o","-6.7","-2.6","in",2013
"2013-11-05","0","L2o","-10.4","-4.4","in",2013
"2013-11-06","0","L2o","-15.7","-10","in",2013
"2013-11-07","0","L2o","-20.9","-16.3","in",2013
"2013-11-08","0","L2o","-19.5","-16.4","in",2013
"2013-11-09","0","L2o","-16","-3.2","in",2013
"2013-11-10","0","L2o","-1.4","2.2","in",2013
"2013-11-11","0","L2o","-9.1","-3.1","in",2013
"2013-11-12","0","L2o","-14.9","-10.2","in",2013
"2013-11-13","0","L2o","-16.6","-8.5","in",2013
"2013-11-14","0","L2o","-6.7","-5.2","in",2013
"2013-11-15","0","L2o","-15.9","-12.1","in",2013
"2013-11-16","0","L2o","-15.6","-13.7","in",2013
"2013-11-17","0","L2o","-13.9","-11.7","in",2013
"2013-11-18","0","L2o","-19.6","-13.9","in",2013
"2013-11-19","0","L2o","-23.1","-18.9","in",2013
"2013-11-20","0","L2o","-22.4","-15.6","in",2013
"2013-11-21","0","L2o","-24","-16.8","in",2013
"2013-11-22","0","L2o","-23.6","-15.1","in",2013
"2013-11-23","0","L2o","-18.1","-14.8","in",2013
"2013-11-24","0","L2o","-17.6","-14.7","in",2013
"2013-11-25","0","L2o","-24.5","-16.8","in",2013
"2013-11-26","0","L2o","-24.5","-21.6","in",2013
"2013-11-27","0","L2o","-21.1","-17.4","in",2013
"2013-11-28","0","L2o","-15.5","-13.8","in",2013
"2013-11-29","0","L2o","-19.7","-14.8","in",2013
"2013-11-30","0","L2o","-18.9","-15.8","in",2013
"2013-12-01","0","L2o","-18.9","-15.6","in",2013
"2013-12-02","0","L2o","-14.3","-9.4","in",2013
"2013-12-03","0","L2o","-16","-12.8","in",2013
"2013-12-04","0","L2o","-15.3","-12.7","in",2013
"2013-12-05","0","L2o","-15.9","-9.8","in",2013
"2013-12-06","0","L2o","-14.6","-9.7","in",2013
"2013-12-07","0","L2o","-14","-11.9","in",2013
"2013-12-08","0","L2o","-17.2","-1.9","in",2013
"2013-12-09","0","L2o","-28","-20.4","in",2013
"2013-12-10","0","L2o","-31","-20.6","in",2013
"2013-12-11","0","L2o","-23.6","-20.9","in",2013
"2013-12-12","0","L2o","-30","-25.9","in",2013
"2013-12-13","0","L2o","-32.5","-30","in",2013
"2013-12-14","0","L2o","-32.8","-30.3","in",2013
"2013-12-15","0","L2o","-31","-26.1","in",2013
"2013-12-16","0","L2o","-28.3","-26.4","in",2013
"2013-12-17","0","L2o","-29.2","-22.2","in",2013
"2013-12-18","0","L2o","-22.9","-19.1","in",2013
"2013-12-19","0","L2o","-27.8","-22.9","in",2013
"2013-12-20","0","L2o","-29.5","-22.2","in",2013
"2013-12-21","0","L2o","-23.3","-20.1","in",2013
"2013-12-22","0","L2o","-23.7","-19.6","in",2013
"2013-12-23","0","L2o","-24","-22.1","in",2013
"2013-12-24","0","L2o","-23.5","-20.9","in",2013
"2013-12-25","0","L2o","-27.2","-24","in",2013
"2013-12-26","0","L2o","-29.7","-25.6","in",2013
"2013-12-27","0","L2o","-32.2","-30.4","in",2013
"2013-12-28","0","L2o","-31.6","-28.5","in",2013
"2013-12-29","0","L2o","-32.1","-29.5","in",2013
"2013-12-30","0","L2o","-33.1","-30.1","in",2013
"2013-12-31","0","L2o","-34.6","-31.8","in",2013
"2013-01-01","0","L2","-23.3","-18.6","in",2013
"2013-01-02","0","L2","-18.9","-16.8","in",2013
"2013-01-03","0","L2","-18.7","-17.3","in",2013
"2013-01-04","0","L2","-21.9","-19.7","in",2013
"2013-01-05","0","L2","-25.3","-20.5","in",2013
"2013-01-06","0","L2","-31.1","-21.4","in",2013
"2013-01-07","0","L2","-32.7","-28.8","in",2013
"2013-01-08","0","L2","-32.1","-24.3","in",2013
"2013-01-09","0","L2","-22.9","-18.2","in",2013
"2013-01-10","0","L2","-28.9","-21.2","in",2013
"2013-01-11","0","L2","-32.9","-29.5","in",2013
"2013-01-12","0","L2","-31.1","-22.9","in",2013
"2013-01-13","0","L2","-26.8","-20.8","in",2013
"2013-01-14","0","L2","-21.8","-19.4","in",2013
"2013-01-15","0","L2","-21.3","-20.3","in",2013
"2013-01-16","0","L2","-29","-23","in",2013
"2013-01-17","0","L2","-34.1","-31.2","in",2013
"2013-01-18","0","L2","-27.2","-24.8","in",2013
"2013-01-19","0","L2","-29.6","-23.7","in",2013
"2013-01-20","0","L2","-29.5","-28.7","in",2013
"2013-01-21","0","L2","-31.8","-28.6","in",2013
"2013-01-22","0","L2","-37.8","-32.5","in",2013
"2013-01-23","0","L2","-39","-34.7","in",2013
"2013-01-24","0","L2","-35.6","-34.1","in",2013
"2013-01-25","0","L2","-34.6","-31.4","in",2013
"2013-01-26","0","L2","-34.8","-29.9","in",2013
"2013-01-27","0","L2","-33.3","-27.3","in",2013
"2013-01-28","0","L2","-29.9","-27.4","in",2013
"2013-01-29","0","L2","-30.9","-27.4","in",2013
"2013-01-30","0","L2","-35.1","-31.7","in",2013
"2013-01-31","0","L2","-36.1","-28","in",2013
"2013-02-01","0","L2","-34.2","-29","in",2013
"2013-02-02","0","L2","-33.2","-28.4","in",2013
"2013-02-03","0","L2","-29.8","-25","in",2013
"2013-02-04","0","L2","-26.3","-24.7","in",2013
"2013-02-05","0","L2","-27.9","-25.8","in",2013
"2013-02-06","0","L2","-35.4","-31.5","in",2013
"2013-02-07","0","L2","-31.5","-26.6","in",2013
"2013-02-08","0","L2","-29.6","-26.3","in",2013
"2013-02-09","0","L2","-31.7","-26.1","in",2013
"2013-02-10","0","L2","-24.1","-19.4","in",2013
"2013-02-11","0","L2","-25.9","-23.9","in",2013
"2013-02-12","0","L2","-27.9","-23.7","in",2013
"2013-02-13","0","L2","-26.6","-23.9","in",2013
"2013-02-14","0","L2","-27.8","-24.7","in",2013
"2013-02-15","0","L2","-28.1","-25.5","in",2013
"2013-02-16","0","L2","-30.6","-27.7","in",2013
"2013-02-17","0","L2","-28.5","-27.8","in",2013
"2013-02-18","0","L2","-30.3","-27.7","in",2013
"2013-02-19","0","L2","-31.9","-29.3","in",2013
"2013-02-20","0","L2","-33.7","-30","in",2013
"2013-02-21","0","L2","-33.3","-31.7","in",2013
"2013-02-22","0","L2","-36.3","-32.4","in",2013
"2013-02-23","0","L2","-37.3","-28.9","in",2013
"2013-02-24","0","L2","-27.5","-25.4","in",2013
"2013-02-25","0","L2","-26.8","-23.7","in",2013
"2013-02-26","0","L2","-28.3","-22.8","in",2013
"2013-02-27","0","L2","-25.6","-22.3","in",2013
"2013-02-28","0","L2","-29.9","-22.3","in",2013
"2013-03-01","0","L2","-28.7","-23.2","in",2013
"2013-03-02","0","L2","-28.4","-21.3","in",2013
"2013-03-03","0","L2","-30.2","-25.7","in",2013
"2013-03-04","0","L2","-34.5","-27.8","in",2013
"2013-03-05","0","L2","-33.5","-27.3","in",2013
"2013-03-06","0","L2","-31.8","-25.6","in",2013
"2013-03-07","0","L2","-31.6","-26.2","in",2013
"2013-03-08","0","L2","-29.5","-21.8","in",2013
"2013-03-09","0","L2","-20.3","-16.4","in",2013
"2013-03-10","0","L2","-24.9","-19.2","in",2013
"2013-03-11","0","L2","-25.2","-20.2","in",2013
"2013-03-12","0","L2","-29.5","-20.9","in",2013
"2013-03-13","0","L2","-30.8","-25.2","in",2013
"2013-03-14","0","L2","-29.2","-23","in",2013
"2013-03-15","0","L2","-30.3","-21.9","in",2013
"2013-03-16","0","L2","-27.3","-18.9","in",2013
"2013-03-17","0","L2","-23.6","-19.3","in",2013
"2013-03-18","0","L2","-26.2","-24.6","in",2013
"2013-03-19","0","L2","-25.9","-22.6","in",2013
"2013-03-20","0","L2","-25.6","-18.1","in",2013
"2013-03-21","0","L2","-24.1","-16.9","in",2013
"2013-03-22","0","L2","-20.7","-12.8","in",2013
"2013-03-23","0","L2","-17.7","-9.3","in",2013
"2013-03-24","0","L2","-18.2","-11.6","in",2013
"2013-03-25","0","L2","-22","-15.9","in",2013
"2013-03-26","0","L2","-18.4","-16.7","in",2013
"2013-03-27","0","L2","-19.9","-15.7","in",2013
"2013-03-28","0","L2","-22.1","-14.3","in",2013
"2013-03-29","0","L2","-21.3","-8.8","in",2013
"2013-03-30","0","L2","-18.6","-9.5","in",2013
"2013-03-31","0","L2","-22.4","-11.5","in",2013
"2013-04-01","0","L2","-22.3","-17.1","in",2013
"2013-04-02","0","L2","-26.5","-20.2","in",2013
"2013-04-03","0","L2","-27.1","-21.5","in",2013
"2013-04-04","0","L2","-24.9","-20.7","in",2013
"2013-04-05","0","L2","-30.1","-24.8","in",2013
"2013-04-06","0","L2","-29.8","-20","in",2013
"2013-04-07","0","L2","-30.7","-17.5","in",2013
"2013-04-08","0","L2","-24.6","-21","in",2013
"2013-04-09","0","L2","-24","-19.6","in",2013
"2013-04-10","0","L2","-20.3","-16.2","in",2013
"2013-04-11","0","L2","-18.7","-15.6","in",2013
"2013-04-12","0","L2","-16.6","-14","in",2013
"2013-04-13","0","L2","-17.6","-6.9","in",2013
"2013-04-14","0","L2","-17","-11.3","in",2013
"2013-04-15","0","L2","-22.3","-14.9","in",2013
"2013-04-16","0","L2","-21.4","-12.7","in",2013
"2013-04-17","0","L2","-20.9","-15.5","in",2013
"2013-04-18","0","L2","-22.3","-18.7","in",2013
"2013-04-19","0","L2","-22.9","-6.2","in",2013
"2013-04-20","0","L2","-11.5","0.8","in",2013
"2013-04-21","0","L2","-10.2","-4.4","in",2013
"2013-04-22","0","L2","-7.9","1.8","in",2013
"2013-04-23","0","L2","-3.7","2","in",2013
"2013-04-24","0","L2","-13","-3.6","in",2013
"2013-04-25","0","L2","-15.2","-12.7","in",2013
"2013-04-26","0","L2","-16.8","-10","in",2013
"2013-04-27","0","L2","-23.3","-17.9","in",2013
"2013-04-28","0","L2","-20.2","-10.7","in",2013
"2013-04-29","0","L2","-16.5","-8.9","in",2013
"2013-04-30","0","L2","-21.3","-15.8","in",2013
"2013-05-01","0","L2","-23.2","-17.5","in",2013
"2013-05-02","0","L2","-21.1","-16.3","in",2013
"2013-05-03","0","L2","-19.5","-12.5","in",2013
"2013-05-04","0","L2","-17","-9.7","in",2013
"2013-05-05","0","L2","-14.7","-10.8","in",2013
"2013-05-06","0","L2","-16.1","-2.7","in",2013
"2013-05-07","0","L2","-7.6","0.3","in",2013
"2013-05-08","0","L2","-6.9","-0.4","in",2013
"2013-05-09","0","L2","-4.4","1.9","in",2013
"2013-05-10","0","L2","-0.5","6.2","in",2013
"2013-05-11","0","L2","-0.3","7.7","in",2013
"2013-05-12","0","L2","-1.5","0.5","in",2013
"2013-05-13","0","L2","-2.3","5.8","in",2013
"2013-05-14","0","L2","-7.2","-4.4","in",2013
"2013-05-15","0","L2","-7.9","3","in",2013
"2013-05-16","0","L2","-1","7.6","in",2013
"2013-05-17","0","L2","4","10.2","in",2013
