"rate","prov","temp","stage","count"
0.00743474992669323,"nb",5,"L2",1
0.00868665202406883,"nb",5,"L2",1
0.008945063098655,"nb",5,"L2",1
0.00967962844625938,"nb",5,"L2",1
0.01044304670035,"nb",5,"L2",1
0.0104887066116161,"nb",5,"L2",1
0.0110517521693687,"nb",5,"L2",1
0.0110678926358286,"nb",5,"L2",1
0.0116026816278119,"nb",5,"L2",1
0.0116453152406055,"nb",5,"L2",1
0.0117470321901683,"nb",5,"L2",1
0.0120801901241246,"nb",5,"L2",1
0.0123194993093904,"nb",5,"L2",1
0.0125191023909561,"nb",5,"L2",1
0.012689690510823,"nb",5,"L2",1
0.0128120022726693,"nb",5,"L2",1
0.0129328435974489,"nb",5,"L2",1
0.0132517656074918,"nb",5,"L2",1
0.0133289284303036,"nb",5,"L2",1
0.0136537618056473,"nb",5,"L2",1
0.0137154914374279,"nb",5,"L2",1
0.0137818373364798,"nb",5,"L2",1
0.014029268170473,"nb",5,"L2",1
0.0140983068852839,"nb",5,"L2",1
0.0143827265514395,"nb",5,"L2",1
0.0144835276638028,"nb",5,"L2",1
0.0147204200849907,"nb",5,"L2",1
0.0148763009777699,"nb",5,"L2",1
0.0150470736001028,"nb",5,"L2",1
0.0151795152312534,"nb",5,"L2",1
0.0152869796765866,"nb",5,"L2",1
0.0153659275306218,"nb",5,"L2",1
0.0156796788173292,"nb",5,"L2",1
0.0157233850466765,"nb",5,"L2",1
0.0159908077450588,"nb",5,"L2",1
0.0160254931668511,"nb",5,"L2",1
0.0162005693524679,"nb",5,"L2",1
0.0163016964894491,"nb",5,"L2",1
0.0166151121431599,"nb",5,"L2",1
0.016742862062281,"nb",5,"L2",1
0.0169346341064719,"nb",5,"L2",1
0.0172628582198823,"nb",5,"L2",1
0.017399130452702,"nb",5,"L2",1
0.0176030973646322,"nb",5,"L2",1
0.0179592121380571,"nb",5,"L2",1
0.0182803217682614,"nb",5,"L2",1
0.0183424007003073,"nb",5,"L2",1
0.0183590480100374,"nb",5,"L2",1
0.018754897756292,"nb",5,"L2",1
0.0192183285994537,"nb",5,"L2",1
0.0197235858114786,"nb",5,"L2",1
0.0215733997446364,"nb",5,"L2",1
0.0218115292865295,"nb",5,"L2",1
0.0225331899476735,"nb",5,"L2",1
0.0237971073194442,"nb",5,"L2",1
0.0256712995197472,"nb",5,"L2",1
0.0269507487912731,"nb",5,"L2",1
0,"on",5,"L2",2
0.000422907582929769,"on",5,"L2",1
0.00146384263661022,"on",5,"L2",1
0.00210194246331886,"on",5,"L2",1
0.00281624698688466,"on",5,"L2",1
0.00366737759993544,"on",5,"L2",1
0.00481724364390731,"on",5,"L2",1
0.00508253272539989,"on",5,"L2",1
0.00689908543724023,"on",5,"L2",1
0.0090542220721613,"on",5,"L2",1
0.0102234018622768,"on",5,"L2",1
0.0107350948559821,"on",5,"L2",1
0.0111600260075206,"on",5,"L2",1
0.0124264731185522,"on",5,"L2",1
0.0132844906860594,"on",5,"L2",1
0.0147033396790387,"on",5,"L2",1
0.0152910738142277,"on",5,"L2",1
0.0155744830456301,"on",5,"L2",1
0.0157710893743979,"on",5,"L2",1
0.015854887887267,"on",5,"L2",1
0.0161343162293876,"on",5,"L2",1
0.0164146417596013,"on",5,"L2",1
0.0166713623194632,"on",5,"L2",1
0.016697388811674,"on",5,"L2",1
0.0169841842066989,"on",5,"L2",1
0.0172787084644758,"on",5,"L2",1
0.0174814198778236,"on",5,"L2",1
0.0175822959150779,"on",5,"L2",1
0.0178980842703522,"on",5,"L2",1
0.0182316040055292,"on",5,"L2",1
0.0182434920337138,"on",5,"L2",1
0.0185870244899992,"on",5,"L2",1
0.0189720041260195,"on",5,"L2",1
0.0189875319760981,"on",5,"L2",1
0.0193995486088812,"on",5,"L2",1
0.0197392851539563,"on",5,"L2",1
0.0198880775944292,"on",5,"L2",1
0.0204659431407366,"on",5,"L2",1
0.0205286054517172,"on",5,"L2",1
0.0211881182422368,"on",5,"L2",1
0.0213936530008679,"on",5,"L2",1
0.0221285473873244,"on",5,"L2",1
0.0223954993713612,"on",5,"L2",1
0.0232393246495551,"on",5,"L2",1
0.0236237020892347,"on",5,"L2",1
0.0237230394795781,"on",5,"L2",1
0.0242320815167881,"on",5,"L2",1
0.0250112828740403,"on",5,"L2",1
0.0250318271031458,"on",5,"L2",1
0.0256448989716178,"on",5,"L2",1
0.0261885418267967,"on",5,"L2",1
0.0262208744896508,"on",5,"L2",1
0.0266768054906578,"on",5,"L2",1
0.0270702496539206,"on",5,"L2",1
0.0271318319110784,"on",5,"L2",1
0.0275674499067668,"on",5,"L2",1
0.0277075108806022,"on",5,"L2",1
0.0279959173319381,"on",5,"L2",1
0.0282199473356685,"on",5,"L2",1
0.0284280746670336,"on",5,"L2",1
0.0286533023646484,"on",5,"L2",1
0.0290339507225616,"on",5,"L2",1
0.0293764858471336,"on",5,"L2",1
0.0296897881763265,"on",5,"L2",1
0.0299830773904515,"on",5,"L2",1
0.0302587046989775,"on",5,"L2",1
0.0305220221583852,"on",5,"L2",1
0.0307756555856435,"on",5,"L2",1
0.0310210586587827,"on",5,"L2",1
0,"qc",5,"L2",29
0.000219350859435622,"qc",5,"L2",1
0.000237716813692224,"qc",5,"L2",1
0.000549593165209158,"qc",5,"L2",1
0.0008641133229866,"qc",5,"L2",1
0.00118323863805667,"qc",5,"L2",1
0.00150927166336289,"qc",5,"L2",1
0.00184496310501684,"qc",5,"L2",1
0.00217434854076938,"qc",5,"L2",1
0.00219314278599817,"qc",5,"L2",1
0.00255711904052225,"qc",5,"L2",1
0.00294539731417904,"qc",5,"L2",1
0.00294616368436423,"qc",5,"L2",1
0.00336275566393712,"qc",5,"L2",1
0.00382212167969059,"qc",5,"L2",1
0.0038962012246683,"qc",5,"L2",1
0.00433773873763723,"qc",5,"L2",1
0.00493884547867333,"qc",5,"L2",1
0.00526468803728746,"qc",5,"L2",1
0.00567458373449122,"qc",5,"L2",1
0.00663572672195693,"qc",5,"L2",1
0.00759077657789923,"qc",5,"L2",1
0.00792435412548062,"qc",5,"L2",1
0.00928582225126044,"qc",5,"L2",1
0.00956348550850508,"qc",5,"L2",1
0.0103618193525916,"qc",5,"L2",1
0.0108255902715805,"qc",5,"L2",1
0.011196721214375,"qc",5,"L2",1
0.0118426208229345,"qc",5,"L2",1
0.0118907062237334,"qc",5,"L2",1
0.0125013353218327,"qc",5,"L2",1
0.0127917063932224,"qc",5,"L2",1
0.0130628061999963,"qc",5,"L2",1
0.0133543134117495,"qc",5,"L2",1
0.0135968275452905,"qc",5,"L2",1
0.0137922158001063,"qc",5,"L2",1
0.0141203959237419,"qc",5,"L2",1
0.0146483377235109,"qc",5,"L2",1
0.0150364373564564,"qc",5,"L2",1
0.0151980368187041,"qc",5,"L2",1
0.0166931462085702,"qc",5,"L2",1
0.0175697420263681,"qc",5,"L2",1
0.019288826867584,"qc",5,"L2",1
0.0193469215282942,"qc",5,"L2",1
0.0208687206552586,"qc",5,"L2",1
0.0222489871876291,"qc",5,"L2",1
0.0258261590843545,"qc",5,"L2",1
0.0424269907619056,"ip",10,"L2",1
0.0472938288110201,"ip",10,"L2",1
0.051463793524828,"ip",10,"L2",1
0.0557348455619728,"ip",10,"L2",1
0.0562542409608721,"ip",10,"L2",1
0.0597878714579268,"ip",10,"L2",1
0.0610450815673188,"ip",10,"L2",1
0.0625802494892065,"ip",10,"L2",1
0.0627459563656822,"ip",10,"L2",1
0.0648656089192898,"ip",10,"L2",1
0.0665216168375455,"ip",10,"L2",1
0.0670291045465018,"ip",10,"L2",1
0.0676068199114715,"ip",10,"L2",1
0.067923205945684,"ip",10,"L2",1
0.0691763352484512,"ip",10,"L2",1
0.070344739903352,"ip",10,"L2",1
0.0714702748986185,"ip",10,"L2",1
0.0715548698199247,"ip",10,"L2",1
0.072587453218229,"ip",10,"L2",1
0.0737302918114638,"ip",10,"L2",1
0.0738844212994884,"ip",10,"L2",1
0.0749419447024688,"ip",10,"L2",1
0.0755725934922768,"ip",10,"L2",1
0.0762844431862449,"ip",10,"L2",1
0.0769344940758406,"ip",10,"L2",1
0.0778779638460587,"ip",10,"L2",1
0.0781030513401826,"ip",10,"L2",1
0.0791440969043686,"ip",10,"L2",1
0.0800295169579238,"ip",10,"L2",1
0.0800997075250213,"ip",10,"L2",1
0.0809160629005033,"ip",10,"L2",1
0.0809955852834134,"ip",10,"L2",1
0.0818504451227727,"ip",10,"L2",1
0.0826782017059943,"ip",10,"L2",1
0.0834912292402644,"ip",10,"L2",1
0.0840379984938318,"ip",10,"L2",1
0.0843003507039228,"ip",10,"L2",1
0.0851161244588547,"ip",10,"L2",1
0.0859509685014112,"ip",10,"L2",1
0.0868184159537646,"ip",10,"L2",1
0.0877367746942156,"ip",10,"L2",1
0.0883733754289187,"ip",10,"L2",1
0.0887334563604919,"ip",10,"L2",1
0.0898476679730702,"ip",10,"L2",1
0.0900782302064423,"ip",10,"L2",1
0.0911509372951245,"ip",10,"L2",1
0.0927815180103256,"ip",10,"L2",1
0.0302174598686602,"in",10,"L2",1
0.0308846966125735,"in",10,"L2",1
0.0314071793287423,"in",10,"L2",1
0.0314787568794229,"in",10,"L2",1
0.0315169676175948,"in",10,"L2",1
0.032123632238085,"in",10,"L2",1
0.0325855118258823,"in",10,"L2",1
0.0327087063950127,"in",10,"L2",1
0.0332751160454404,"in",10,"L2",1
0.033721380272818,"in",10,"L2",1
0.0338282097548719,"in",10,"L2",1
0.0341823213837199,"in",10,"L2",1
0.0343706528971919,"in",10,"L2",1
0.0349052916078854,"in",10,"L2",1
0.0349217828483867,"in",10,"L2",1
0.0354346795344523,"in",10,"L2",1
0.0359611754586307,"in",10,"L2",1
0.0362393227716234,"in",10,"L2",1
0.0363855997683725,"in",10,"L2",1
0.0364871970488127,"in",10,"L2",1
0.0370151818655901,"in",10,"L2",1
0.037547611877168,"in",10,"L2",1
0.0377656265749425,"in",10,"L2",1
0.0380867584840886,"in",10,"L2",1
0.0382966076023968,"in",10,"L2",1
0.038636867136229,"in",10,"L2",1
0.0392008471006427,"in",10,"L2",1
0.0396995416123695,"in",10,"L2",1
0.0397814156956635,"in",10,"L2",1
0.0400471677549397,"in",10,"L2",1
0.0403850849803644,"in",10,"L2",1
0.0410178133540655,"in",10,"L2",1
0.0416864461684084,"in",10,"L2",1
0.0417190943207261,"in",10,"L2",1
0.0424015525893459,"in",10,"L2",1
0.0426007030101729,"in",10,"L2",1
0.0431811946890878,"in",10,"L2",1
0.0433734677941021,"in",10,"L2",1
0.0440433996626527,"in",10,"L2",1
0.0450246045848561,"in",10,"L2",1
0.0450698872859588,"in",10,"L2",1
0.0461776411555877,"in",10,"L2",1
0.0468768177772692,"in",10,"L2",1
0.047215479335014,"in",10,"L2",1
0.0476085503247747,"in",10,"L2",1
0.0488996059152381,"in",10,"L2",1
0.0494617379264428,"in",10,"L2",1
0.0506959103034553,"in",10,"L2",1
0.0512973655166783,"in",10,"L2",1
0.0517906282792323,"in",10,"L2",1
0.0530602009454236,"in",10,"L2",1
0.0540811992713893,"in",10,"L2",1
0.0542184654613187,"in",10,"L2",1
0.0550386035951399,"in",10,"L2",1
0.0559199230033294,"in",10,"L2",1
0.056936988673625,"in",10,"L2",1
0.0571939577584427,"in",10,"L2",1
0.0573945414822271,"in",10,"L2",1
0.0579309985511688,"in",10,"L2",1
0.0586425668274489,"in",10,"L2",1
0.0590055758531655,"in",10,"L2",1
0.0594366463180694,"in",10,"L2",1
0.0597522557333674,"in",10,"L2",1
0.060775343077594,"in",10,"L2",1
0.0610453974180598,"in",10,"L2",1
0.0617477642625515,"in",10,"L2",1
0.0617627970147577,"in",10,"L2",1
0.0622842566643996,"in",10,"L2",1
0.063301289942786,"in",10,"L2",1
0.0641691406194814,"in",10,"L2",1
0.0649342752178441,"in",10,"L2",1
0.0656232736953294,"in",10,"L2",1
0.0662578891224832,"in",10,"L2",1
0.0689667579495374,"in",10,"L2",1
0.0717494987228054,"in",10,"L2",1
0.0763556218632206,"in",10,"L2",1
0.0873427786353479,"in",10,"L2",1
0.0929822397149619,"in",10,"L2",1
0.0138883545767746,"nb",10,"L2",1
0.0193125448420271,"nb",10,"L2",1
0.0207085559786772,"nb",10,"L2",1
0.0224376034382884,"nb",10,"L2",1
0.0225662744548165,"nb",10,"L2",1
0.0233412507745955,"nb",10,"L2",1
0.0238863664987863,"nb",10,"L2",1
0.0240585917290568,"nb",10,"L2",1
0.0247168250929279,"nb",10,"L2",1
0.0251638117589966,"nb",10,"L2",1
0.0251854230737954,"nb",10,"L2",1
0.02532687779552,"nb",10,"L2",1
0.0258977448088032,"nb",10,"L2",1
0.0263464258629595,"nb",10,"L2",1
0.0264369813347225,"nb",10,"L2",1
0.0269505897394174,"nb",10,"L2",1
0.0274432433670934,"nb",10,"L2",1
0.0274782610915187,"nb",10,"L2",1
0.027843849441378,"nb",10,"L2",1
0.0279185856850062,"nb",10,"L2",1
0.0283785695736822,"nb",10,"L2",1
0.0285989432675225,"nb",10,"L2",1
0.0288243797267348,"nb",10,"L2",1
0.0292610922274725,"nb",10,"L2",1
0.0296903343644181,"nb",10,"L2",1
0.0297444042875046,"nb",10,"L2",1
0.0301132803791724,"nb",10,"L2",1
0.0305309181047639,"nb",10,"L2",1
0.0309461336343969,"nb",10,"L2",1
0.030956330545249,"nb",10,"L2",1
0.0313596746600486,"nb",10,"L2",1
0.0314379729750675,"nb",10,"L2",1
0.0317727380408566,"nb",10,"L2",1
0.0318073889235278,"nb",10,"L2",1
0.0321878247846817,"nb",10,"L2",1
0.0321894339103317,"nb",10,"L2",1
0.0323081483252653,"nb",10,"L2",1
0.0325605667646854,"nb",10,"L2",1
0.0326054340446804,"nb",10,"L2",1
0.032927603470477,"nb",10,"L2",1
0.0330266615482752,"nb",10,"L2",1
0.0332842732273271,"nb",10,"L2",1
0.033453911625773,"nb",10,"L2",1
0.0336383939979732,"nb",10,"L2",1
0.0338915300525909,"nb",10,"L2",1
0.03391734306731,"nb",10,"L2",1
0.0339862187478444,"nb",10,"L2",1
0.0343313841642658,"nb",10,"L2",1
0.0343392099741182,"nb",10,"L2",1
0.0346728068396318,"nb",10,"L2",1
0.0347994143780189,"nb",10,"L2",1
0.035012158007553,"nb",10,"L2",1
0.035275320158703,"nb",10,"L2",1
0.0353494616117576,"nb",10,"L2",1
0.035685815489899,"nb",10,"L2",1
0.0357710170240889,"nb",10,"L2",1
0.03602118066295,"nb",10,"L2",1
0.036125438693108,"nb",10,"L2",1
0.036291773641432,"nb",10,"L2",1
0.0363572204597584,"nb",10,"L2",1
0.0366927776024377,"nb",10,"L2",1
0.0368444044795839,"nb",10,"L2",1
0.037031314963258,"nb",10,"L2",1
0.0373696454641339,"nb",10,"L2",1
0.037437460384563,"nb",10,"L2",1
0.0377136757881233,"nb",10,"L2",1
0.0380589602962886,"nb",10,"L2",1
0.0380814480494296,"nb",10,"L2",1
0.0384101818245464,"nb",10,"L2",1
0.0387661764130458,"nb",10,"L2",1
0.0387895371935272,"nb",10,"L2",1
0.0391269100455688,"nb",10,"L2",1
0.0394981216057266,"nb",10,"L2",1
0.0395979621800669,"nb",10,"L2",1
0.0398739567388884,"nb",10,"L2",1
0.0402627867856592,"nb",10,"L2",1
0.0405380522426553,"nb",10,"L2",1
0.0406631027030279,"nb",10,"L2",1
0.0410733161868624,"nb",10,"L2",1
0.0415028418207198,"nb",10,"L2",1
0.041691867001551,"nb",10,"L2",1
0.041952185720304,"nb",10,"L2",1
0.0424214375163628,"nb",10,"L2",1
0.042915556758091,"nb",10,"L2",1
0.0431891751599224,"nb",10,"L2",1
0.0434409751320365,"nb",10,"L2",1
0.0439588369069602,"nb",10,"L2",1
0.0440058439521296,"nb",10,"L2",1
0.0446201477576017,"nb",10,"L2",1
0.045191945845374,"nb",10,"L2",1
0.0452949310060508,"nb",10,"L2",1
0.0460423535332032,"nb",10,"L2",1
0.046878582293629,"nb",10,"L2",1
0.0474568464205736,"nb",10,"L2",1
0.0478377367914002,"nb",10,"L2",1
0.0489214157336244,"nb",10,"L2",1
0.0501028293549069,"nb",10,"L2",1
0.0513040605174736,"nb",10,"L2",1
0.0515725550078205,"nb",10,"L2",1
0.0524239403345308,"nb",10,"L2",1
0.0534173208873852,"nb",10,"L2",1
0.0542796082800427,"nb",10,"L2",1
0.0550444327697129,"nb",10,"L2",1
0.0560558955722359,"nb",10,"L2",1
0.0583025342091512,"nb",10,"L2",1
0.0597481658413705,"nb",10,"L2",1
0.0608378637829408,"nb",10,"L2",1
0.0617234777431881,"nb",10,"L2",1
0.0624736352203829,"nb",10,"L2",1
0.063127721019287,"nb",10,"L2",1
0.0637152345348554,"nb",10,"L2",1
0.0642511079007863,"nb",10,"L2",1
0.0647465042836791,"nb",10,"L2",1
0.0652067718822214,"nb",10,"L2",1
0.0656360261733284,"nb",10,"L2",1
0.0660445305542676,"nb",10,"L2",1
0.066436146652008,"nb",10,"L2",1
0.0668079360909728,"nb",10,"L2",1
0.0671651810272922,"nb",10,"L2",1
0.0675133933435337,"nb",10,"L2",1
0.0678468224767312,"nb",10,"L2",1
0.0749039327942382,"nb",10,"L2",1
0.0812982716733006,"nb",10,"L2",1
0.0829560603953672,"nb",10,"L2",1
0.08604914064831,"nb",10,"L2",1
0,"on",10,"L2",3
0.0223497359768067,"on",10,"L2",1
0.0245061539854519,"on",10,"L2",1
0.035048885303505,"on",10,"L2",1
0.0353419899083854,"on",10,"L2",1
0.035633937479767,"on",10,"L2",1
0.0359255723973529,"on",10,"L2",1
0.0362165960793888,"on",10,"L2",1
0.0365086590463032,"on",10,"L2",1
0.0368007746125495,"on",10,"L2",1
0.0370942618972611,"on",10,"L2",1
0.0371240028407496,"on",10,"L2",1
0.0373892774999841,"on",10,"L2",1
0.0376853345797294,"on",10,"L2",1
0.037890203635628,"on",10,"L2",1
0.0379852043859664,"on",10,"L2",1
0.0382862900761078,"on",10,"L2",1
0.0385921049676258,"on",10,"L2",1
0.0387450987306736,"on",10,"L2",1
0.0389016775461697,"on",10,"L2",1
0.0390350382218694,"on",10,"L2",1
0.0392140590921934,"on",10,"L2",1
0.0395349671581679,"on",10,"L2",1
0.0397315720513457,"on",10,"L2",1
0.0398467334305998,"on",10,"L2",1
0.0398600628741985,"on",10,"L2",1
0.0401906382610949,"on",10,"L2",1
0.0404313968592538,"on",10,"L2",1
0.0405323894639875,"on",10,"L2",1
0.0406392803462837,"on",10,"L2",1
0.040881423668535,"on",10,"L2",1
0.0409281354677952,"on",10,"L2",1
0.041238980803559,"on",10,"L2",1
0.0414206259988827,"on",10,"L2",1
0.0416099890118519,"on",10,"L2",1
0.041995633606547,"on",10,"L2",1
0.0421962909277858,"on",10,"L2",1
0.0423958035821245,"on",10,"L2",1
0.0425006605572039,"on",10,"L2",1
0.0428133018811104,"on",10,"L2",1
0.0429719905065774,"on",10,"L2",1
0.0432515806732843,"on",10,"L2",1
0.0437147972424556,"on",10,"L2",1
0.0437523152797244,"on",10,"L2",1
0.0442078117096697,"on",10,"L2",1
0.0445457682768044,"on",10,"L2",1
0.0447363661148714,"on",10,"L2",1
0.0448119973553501,"on",10,"L2",1
0.0453071458591337,"on",10,"L2",1
0.0453575803732098,"on",10,"L2",1
0.0456982295604033,"on",10,"L2",1
0.0459277246595745,"on",10,"L2",1
0.0461955226129045,"on",10,"L2",1
0.0466214829134231,"on",10,"L2",1
0.0470696863459899,"on",10,"L2",1
0.0473912730024873,"on",10,"L2",1
0.0479930320869247,"on",10,"L2",1
0.0480830972062917,"on",10,"L2",1
0.0482645039996092,"on",10,"L2",1
0.0487048285648023,"on",10,"L2",1
0.0489776326362217,"on",10,"L2",1
0.0492571140498224,"on",10,"L2",1
0.0500441842830839,"on",10,"L2",1
0.0503617358003119,"on",10,"L2",1
0.0509779100957067,"on",10,"L2",1
0.0512150173984424,"on",10,"L2",1
0.0513026719139926,"on",10,"L2",1
0.0515321080809351,"on",10,"L2",1
0.0525076876190782,"on",10,"L2",1
0.0526851493108564,"on",10,"L2",1
0.0531990291066081,"on",10,"L2",1
0.0537463261811597,"on",10,"L2",1
0.0539277614674486,"on",10,"L2",1
0.0542712960547014,"on",10,"L2",1
0.054696958814172,"on",10,"L2",1
0.055119536108115,"on",10,"L2",1
0.0554155910637548,"on",10,"L2",1
0.0555427224121231,"on",10,"L2",1
0.0563011817497971,"on",10,"L2",1
0.0568509377421534,"on",10,"L2",1
0.0569817420722743,"on",10,"L2",1
0.0569920384643186,"on",10,"L2",1
0.0576261616768833,"on",10,"L2",1
0.0581331094635402,"on",10,"L2",1
0.058218167408664,"on",10,"L2",1
0.0587735607098848,"on",10,"L2",1
0.0590086017762245,"on",10,"L2",1
0.0592232758632491,"on",10,"L2",1
0.0593024808752204,"on",10,"L2",1
0.0594867246379286,"on",10,"L2",1
0.0598090870819033,"on",10,"L2",1
0.0601550674932501,"on",10,"L2",1
0.0602966281458165,"on",10,"L2",1
0.0607705540736391,"on",10,"L2",1
0.0609575239598182,"on",10,"L2",1
0.0612336935658443,"on",10,"L2",1
0.0616428163816088,"on",10,"L2",1
0.0616591541290603,"on",10,"L2",1
0.0616889559763925,"on",10,"L2",1
0.062138939428376,"on",10,"L2",1
0.0622860738143087,"on",10,"L2",1
0.0625859224326223,"on",10,"L2",1
0.0628544893638889,"on",10,"L2",1
0.0630324195593551,"on",10,"L2",1
0.0633741023488914,"on",10,"L2",1
0.0634808210906819,"on",10,"L2",1
0.0638392244527829,"on",10,"L2",1
0.0638532846522913,"on",10,"L2",1
0.0639338574421856,"on",10,"L2",1
0.0642989561880729,"on",10,"L2",1
0.0643939715507124,"on",10,"L2",1
0.0647167933277018,"on",10,"L2",1
0.0648638033863091,"on",10,"L2",1
0.0651114978685877,"on",10,"L2",1
0.0653486704824241,"on",10,"L2",1
0.0654869121012662,"on",10,"L2",1
0.0658461041291004,"on",10,"L2",1
0.0658522497775105,"on",10,"L2",1
0.0660941011517059,"on",10,"L2",1
0.0661915090089829,"on",10,"L2",1
0.066377906161578,"on",10,"L2",1
0.0665219287714008,"on",10,"L2",1
0.066607783333563,"on",10,"L2",1
0.066840239081892,"on",10,"L2",1
0.0669376487329641,"on",10,"L2",1
0.067150119904353,"on",10,"L2",1
0.0674511899621253,"on",10,"L2",1
0.0677422995042088,"on",10,"L2",1
0.0680281911626972,"on",10,"L2",1
0.0683072977002716,"on",10,"L2",1
0.0685799690043699,"on",10,"L2",1
0.0688492026123109,"on",10,"L2",1
0.0691121597641841,"on",10,"L2",1
0.0693721841566422,"on",10,"L2",1
0.0696288245593771,"on",10,"L2",1
0.0698819894488983,"on",10,"L2",1
0.0701334662289907,"on",10,"L2",1
0.0703817088376639,"on",10,"L2",1
0.0706024253146226,"on",10,"L2",1
